verb	total
enese_tappav	1
libe	1
nutima	1
surenema	1
kosvama	1
osema	1
raistma	1
tasa_kaaluma	1
normaliseerima	1
sõie	1
austa=tud	1
mottlema	1
lahjendama	5
änalüüsima	1
käidma	1
ekvelikreerima	1
pööranema	1
mutma	1
konspekteerima	1
feilima	1
kottima	1
põrkuma	2
välja_mõelnud	1
puutma	1
mäaletama	1
painutama	1
kaksama	1
koolitama	1
vaienema	1
lõppus	1
jõudsima	1
taotlema	1
invisteerima	2
raiskma	1
halvestama	1
arvanm	1
murets	1
kulelema	1
tegimata	1
ravistama	2
katkestus	1
tääkima	1
ül_ean=tud	1
klaarima	1
askama	1
üle_trenn	1
tändma	1
reflekseerima	1
ilmutama	1
otsustma	1
kasitama	1
labima	1
kadu	1
täpsuma	1
möötama	1
mõjoma	1
kontsentrerima	1
lopetuma	1
murestema	1
toimuvama	1
likvideerima	1
käivituma	1
libema	1
kiirestama	1
hajuma	1
instruktorima	1
kitsendama	1
inistama	1
raisatama	4
mõte	1
tegeluma	1
vigu	1
nõrgama	1
musetsema	1
nakastuma	1
jäänema	1
läbi_viis	1
vidama	1
päästuma	1
sõtuma	1
lõpetadaa	1
erandama	1
suvenema	1
lahentama	1
tekistama	1
kurnama	1
võtuma	1
harjutuma	1
räägma	1
jooksime,tema	1
võitnud,võitma	1
ootasime,istuma	1
tüütasi_me,ne	1
laiutama	1
jooksime,hüppasime,mängima	1
meldi	1
võitsima	8
meeeldima	2
votsima	5
joima	1
voitma	13
testma	1
tea_d,me	1
mängisime,jooksima	1
võitima	12
jalgpallimängima	1
seaema	1
kirgutama	1
jooksi_seme	2
vöitma	2
teigema	1
õhas	1
selles,joostama	1
mängigs_ime,jooksime,hüppam	1
sada	1
joostma	6
oselema	1
hüppasime,jooksima	1
teksima	1
kallisama	1
oselama	1
põitma	1
võti	4
puhata.tervitama	1
saaama	1
ootrama	1
võtsima	4
toi_mub.m	1
nängima	1
auhima	1
ronnima	1
mäingima	1
tõugama	2
jooksime,hüppama	7
hüpasime,tõukasime,jooksima	1
saa_nud.m	1
meelims	2
voõtma	1
jooksimima	1
jooksetama	1
hüpatama	2
mängisma	3
jokseme,mängima	1
jalgpalli,mängima	1
öe	1
jookma	1
hüppatama	1
teatsima	1
teek	1
tegn	1
olnema	1
näi_nud,e	1
hüppasime,mängima	1
meeidma	1
hüpetama	1
mängitama	1
meeidima	1
jalutasime,jooksima	1
medima	1
tegime:jookseme,hüppame,mängima	1
jalgpalliga,mängima	1
võts	1
jooksime,mängima	4
vitima	1
võistluma	5
hüü_ppama	1
mälettama	1
hüppima	2
kollima	1
võttima	2
tegisimt	1
hüppame,jooksama	1
korjuma	1
jooksime;hüpama	1
votima	1
regestrerima	1
olumi	1
allates	1
lolitama	1
jäl_ginud,n	1
jälkma	1
magisima	1
hüppamis	1
väasima	1
sprinti,j_ooksine	1
toinuma	2
sealo_sale	1
taldrikut,hüppama	1
kaugushüpet,jooksima	1
startma	1
püppama	1
nagema	2
ujusime,jooksima	1
hüpasma	1
tulluma	1
jookema	1
jookima	1
jooksime,hüpama	2
?kirjutama	1
kiudama	1
jooksem	1
võstlusema	1
mäangima	3
mängimma	1
lgama	1
alustasma	1
lõppetasid,istuma	1
lauljama	1
liivadel,viskama	1
visatama	1
vottma	2
minhema	1
jõhvima	1
taema	1
oluma	1
joostima	1
.tervitama	1
joostama	6
võistma	1
ringi,h_üppasime	1
joostsime,hüppama	1
saada.oma	1
jooksis,mängima	1
jooksime,hüppatama	1
,jooksma	1
jööksuma	1
koguneima	1
,hüpama	1
mämgi_sism	1
kõõima	1
räääkima	1
meeldim	1
saitma	1
tegelima	1
jooksisma	1
saabutama	1
kulsima	1
kingema	1
toime	1
satima	1
mängisime,jooksama	1
viisama	2
võtisama	1
männgima	2
,saama	1
männma	1
tea.dma	1
kilomeeter,mängima	1
osk_a,kõik	1
kauguselt,mängima	1
jooksisime,hüpama	1
jaat	1
jöösta	1
jootma	1
pakk	1
ahindama	1
tere.kirjutama	1
väänama	1
koostis	1
ujusid,hüppama	1
kõrgust,_mäng	1
osatlama	1
chillima	1
davaj	1
jooksma,kük=kitama	1
meedel	1
võstluma	1
antu	1
palljusaama	1
näjtama	1
võdab-saama	1
vaitma	1
hüppasima	1
kaugushüpped,mängima	1
!kirjutama	1
vottima	1
võtsi_osa	1
vatsima	1
jooksime,jalutasime,hüppatama	1
jooksrma	1
meldin	1
juama	1
võimlesime,mängima	1
mänge,võimeltama	1
jööstma	1
jooksitama	1
jooksmema	1
olenosalema	1
vaadtama	1
minima	1
vadtama	1
vütma	1
jooksisime,mängisime,tegema	1
võt=nu	1
jooksime,hüppasime,viskama	1
pall	1
jooksisima	1
tashtma	1
kurvestama	1
vistma	1
tuma	1
ujusea	1
arva=tud	1
mänigima	1
tuliema	1
võistuma	1
:jalutama	1
jooksisime,hüüpama	1
hüpasime,jooksima	1
õitma	1
joooma	1
jooksisime,hüppama	1
üteltama	1
proovintma	1
viskima	1
sine	1
mängi_sism	1
vótma	1
vóitma	1
sõber,räägima	1
peale,mängima	1
meeldi,	1
meeldis,_leid	1
ossalema	1
osalejadtegima	1
läkine	1
tervidama	1
hüpp_asie=m	1
hüppame,jooksima	1
joo_ksime.ne	1
jooksim	1
hüppa_sinme	1
kaugust,hüppama	1
headagea,lootma	1
meetrit,hüppama	1
saava	1
jooksisime,hüppasime,mängima	1
vött	1
tulm	1
olane	1
joogama	1
